rank bib last_name first_name country diff exec total qual
1 214 DOLGOPYAT Artem ISR 6.400 8.800 -0.1 15.100 Q
2 310 RICHARD Frederick USA 6.000 8.600 14.600 Q
3 267 YULO Carlos Edriel PHI 6.300 8.400 -0.1 14.600 Q
4 230 MINAMI Kazuki JPN 6.200 8.366 14.566 Q
5 138 DOLCI Felix CAN 6.000 8.600 -0.1 14.500 Q
6 228 HASHIMOTO Daiki JPN 6.000 8.500 14.500 Q
7 235 KARIMI Milad KAZ 6.300 8.300 -0.1 14.500 Q
8 187 HEPWORTH Harry GBR 6.400 8.200 -0.1 14.500 Q
9 176 ZAPATA Rayderley ESP 6.200 8.266 14.466 R1
10 221 BARTOLINI Nicola ITA 5.900 8.500 14.400 R2
11 188 JARMAN Jake GBR 6.700 7.866 -0.2 14.366 R3
12 173 MIR Nicolau ESP 5.500 8.833 14.333
13 307 HONG Asher USA 6.000 8.400 -0.1 14.300
14 299 ONDER Ahmet TUR 5.800 8.466 14.266
15 309 MOLDAUER Yul USA 5.700 8.533 14.233
16 283 LANGENEGGER Florian SUI 5.600 8.600 14.200
17 284 SEIFERT Noe SUI 5.700 8.500 14.200
18 205 MESZAROS Krisztofer HUN 6.000 8.300 -0.1 14.200
19 144 SU Weide CHN 6.200 8.100 -0.1 14.200
20 243 RYU Sunghyun KOR 6.100 8.100 14.200
21 171 ABAD Nestor ESP 5.500 8.666 14.166
22 183 OSBERGER Benjamin FRA 5.600 8.566 14.166
22 297 DODANLI Emre TUR 5.600 8.566 14.166
24 287 LIDBECK Filip SWE 5.700 8.433 14.133
25 127 GUIMARAES Yuri BRA 5.700 8.500 -0.1 14.100
26 229 KAYA Kazuma JPN 5.700 8.400 14.100
27 139 EMARD William CAN 5.800 8.233 14.033
28 192 BRENDEL Pascal GER 5.600 8.400 14.000
28 252 GOMEZ Rodrigo MEX 5.600 8.400 14.000
30 182 DESANGES Lucas FRA 5.700 8.300 14.000
31 128 MARIANO Arthur BRA 5.300 8.666 13.966
32 186 HALL James GBR 5.800 8.266 -0.1 13.966
33 126 van den KEYBUS Luka BEL 5.500 8.433 13.933
33 308 JUDA Paul USA 5.500 8.433 13.933
35 271 NOGUEIRA Jose POR 5.600 8.300 13.900
35 317 MIRVALIEV Abdulaziz UZB 5.600 8.300 13.900
