rank bib last_name first_name country diff exec total qual
1 142 LIU Yang CHN 6.400 8.800 15.200 Q
2 199 PETROUNIAS Eleftherios GRE 6.300 8.600 14.900 Q
3 147 YOU Hao CHN 6.500 8.300 14.800 Q
4 119 SIMONOV Nikita AZE 6.200 8.466 14.666 Q
5 116 HOECK Vinzenz AUT 6.100 8.500 14.600 Q
6 105 AVETISYAN Artur ARM 5.900 8.533 14.433 Q
6 107 DAVTYAN Vahagn ARM 5.900 8.533 14.433 Q
8 187 HEPWORTH Harry GBR 5.800 8.566 14.366 Q
9 189 TULLOCH Courtney GBR 6.200 8.100 14.300 R1
10 229 KAYA Kazuma JPN 5.800 8.400 14.200 R2
11 291 LIN Guan-Yi TPE 5.900 8.266 14.166 R3
12 296 ASIL Adem TUR 6.300 7.866 14.166
13 139 EMARD William CAN 5.800 8.333 14.133
14 122 CUYLE Glen BEL 6.000 8.133 14.133
15 309 MOLDAUER Yul USA 5.800 8.200 14.000
16 304 RADIVILOV Igor UKR 6.000 7.966 13.966
17 307 HONG Asher USA 6.100 7.866 13.966
18 261 SCHMIDT Casimir NED 5.500 8.433 13.933
19 138 DOLCI Felix CAN 5.400 8.500 13.900
20 186 HALL James GBR 5.200 8.633 13.833
21 106 DAVTYAN Artur ARM 5.300 8.533 13.833
22 121 CUYLE Nicola BEL 5.500 8.333 13.833
23 232 SUGIMOTO Kaito JPN 5.800 7.966 13.766
24 298 KOSAK Mehmet Ayberk TUR 6.000 7.766 13.766
25 308 JUDA Paul USA 5.200 8.533 13.733
26 195 KLESSING Nick GER 5.600 8.133 13.733
27 205 MESZAROS Krisztofer HUN 5.000 8.700 13.700
28 228 HASHIMOTO Daiki JPN 5.800 7.900 13.700
29 281 BAUMANN Christian SUI 5.200 8.466 13.666
30 137 COURNOYER Rene CAN 5.400 8.266 13.666
31 227 CHIBA Kenta JPN 6.000 7.666 13.666
32 145 SUN Wei CHN 5.900 7.733 13.633
33 171 ABAD Nestor ESP 5.300 8.300 13.600
34 242 LEE Junho KOR 5.000 8.566 13.566
