rank bib last_name first_name country diff exec total qual
1 367 TANAKA Y JPN 7.000 8.600 15.600 Q
2 362 UCHIMURA K JPN 6.700 8.833 15.533 Q
3 334 HAMBUECHEN F GER 7.400 8.100 15.500 Q
4 467 OROZCO J USA 6.400 8.866 15.266 Q
5 332 BOY P GER 7.400 7.866 15.266 Q
6 281 ZOU K CHN 7.300 7.866 15.166 Q
7 394 ZONDERLAND E NED 7.000 8.133 15.133 Q
8 284 ZHANG C CHN 7.100 8.033 15.133 Q
9 463 HORTON J USA 6.800 8.266 15.066 R1
10 124 MOZNIK M CRO 6.800 8.133 14.933 R2
11 432 GARIBOV E RUS 7.100 7.833 14.933 R3
12 393 WAMMES J NED 6.700 8.133 14.833
13 363 TANAKA K JPN 6.700 8.100 14.800
14 452 KUKSENKOV M UKR 6.800 7.866 14.666
15 195 KULESZA R POL 6.400 8.166 14.566
16 365 YAMAMURO K JPN 6.200 8.333 14.533
17 302 MARTINEZ R ESP 6.700 7.800 14.500
18 255 TSAREVICH A BLR 6.700 7.800 14.500
19 464 LEYVA D USA 6.900 7.566 14.466
20 386 KIM J KOR 7.100 7.366 14.466
21 276 PAYNE J CAN 6.200 8.233 14.433
22 285 FENG Z CHN 6.600 7.833 14.433
23 355 POZZO E ITA 6.500 7.900 14.400
24 414 RAMOS RIVERA A PUR 6.100 8.291 14.391
25 447 RICKLI M SUI 6.200 8.166 14.366
26 402 ALMEIDA CAMPOS M POR 5.700 8.633 14.333
27 311 WILLIG A FRA 6.000 8.333 14.333
28 425 DRAGULESCU M ROU 6.500 7.833 14.333
29 465 LEGENDRE S USA 6.000 8.300 14.300
30 446 BUCHER P SUI 5.600 8.666 14.266
31 108 BALDAUF M AUT 6.400 7.866 14.266
32 333 NGUYEN M GER 6.500 7.766 14.266
33 317 TOMMASONE C FRA 5.900 8.333 14.233
34 322 PURVIS D GBR 6.100 8.133 14.233
35 101 CORDOBA N ARG 6.100 8.100 14.200
36 207 PIASECKY S SVK 6.300 7.900 14.200
37 383 KIM S KOR 6.300 7.866 14.166
38 426 BERBECAR MD ROU 5.800 8.341 14.141
39 265 BARRETTO JUNIOR FC BRA 6.000 8.133 14.133
40 435 BELYAVSKIY D RUS 5.800 8.300 14.100
41 456 ZOZULYA R UKR 6.300 7.800 14.100
42 416 RIVERA L PUR 5.800 8.266 14.066
43 122 UDE F CRO 5.900 8.166 14.066
44 356 OTTAVI P ITA 5.900 8.133 14.033
45 434 IGNATYEV N RUS 6.000 8.033 14.033
46 453 NAKONECHNYI V UKR 6.000 8.033 14.033
47 427 BUIDOSO O ROU 6.000 8.000 14.000
48 292 GIRALDO LOPEZ JH COL 6.000 8.000 14.000
49 315 da SILVA G FRA 6.400 7.600 14.000
50 163 SHATILOV A ISR 6.500 7.500 14.000
51 304 GOMEZ FUERTES J ESP 5.900 8.091 13.991
52 266 AGUIAR BARBOSA PS BRA 5.900 8.066 13.966
53 364 KOBAYASHI K JPN 6.000 7.966 13.966
