rank bib last_name first_name country diff exec total qual
1 187 TULLOCH Courtney GBR 6.100 8.566 14.666 Q
2 147 ZOU Jingyuan CHN 6.300 8.366 14.666 Q
2 291 ASIL Adem TUR 6.300 8.366 14.666 Q
4 145 YOU Hao CHN 6.500 8.133 14.633 Q
5 106 DAVTYAN Vahagn ARM 6.000 8.566 14.566 Q
6 228 KAMOTO Yuya JPN 6.400 8.100 14.500 Q
7 104 AVETISYAN Artur ARM 5.900 8.566 14.466 Q
8 306 WHITTENBURG Donnell USA 6.000 8.333 14.333 Q
9 160 PILAKOURIS Sokratis CYP 5.900 8.233 14.133 R1
10 262 YULO Carlos Edriel PHI 6.000 8.066 14.066 R2
11 227 HASHIMOTO Daiki JPN 5.800 8.200 14.000 R3
12 230 TANIGAWA Wataru JPN 6.000 8.000 14.000
13 121 SIMONOV Nikita AZE 6.300 7.666 13.966
14 255 SCHMIDT Casimir NED 5.500 8.433 13.933
15 182 FRASER Joe GBR 5.600 8.333 13.933
16 117 HOECK Vinzenz AUT 6.200 7.733 13.933
17 301 HONG Asher USA 5.900 8.000 13.900
18 299 RADIVILOV Igor UKR 6.000 7.866 13.866
19 286 LIN Guan-Yi TPE 5.900 7.933 13.833
20 132 SOUZA Caio BRA 6.000 7.800 13.800
20 294 KOSAK Mehmet Ayberk TUR 6.000 7.800 13.800
22 166 ZAHRAN Ali EGY 6.100 7.700 13.800
23 302 MALONE Brody USA 5.900 7.800 13.700
24 192 TOBA Andreas GER 5.500 8.166 13.666
25 172 ZAPATA Rayderley ESP 5.500 8.100 13.600
26 165 MOHAMED Omar EGY 5.600 8.000 13.600
27 293 GUNDOGDU Yunus TUR 5.900 7.700 13.600
28 305 WALKER Colt USA 5.000 8.566 13.566
29 180 PHILIPPE Mathias FRA 5.500 8.066 13.566
30 183 HALL James GBR 5.200 8.266 13.466
31 189 DUNKEL Nils GER 5.500 7.966 13.466
32 239 LEE Junho KOR 5.000 8.433 13.433
